year,course,age_group,gender,relay_count,distance,stroke,basetime,basetime_in_sec
2017,S,LCM,M,4,200,FREE,6:58.55,418.55
2017,S,LCM,M,4,100,MEDLEY,3:27.28,207.28
2017,S,LCM,M,4,50,FREE,1:24.85,84.85
2017,S,LCM,M,4,50,MEDLEY,1:33.43,93.43
2017,S,LCM,F,1,50,FREE,23.73,23.73
2017,S,LCM,F,1,100,FREE,52.06,52.06
2017,S,LCM,F,1,200,FREE,1:52.98,112.98
2017,S,LCM,F,1,400,FREE,3:56.46,236.46
2017,S,LCM,F,1,800,FREE,8:04.79,484.79
2017,S,LCM,F,1,1500,FREE,15:25.48,925.48
2017,S,LCM,F,1,50,BACK,27.06,27.06
2017,S,LCM,F,1,100,BACK,58.12,58.12
2017,S,LCM,F,1,200,BACK,2:04.06,124.06
2017,S,LCM,F,1,50,BREAST,29.48,29.48
2017,S,LCM,F,1,100,BREAST,1:04.35,64.35
2017,S,LCM,F,1,200,BREAST,2:19.11,139.11
2017,S,LCM,F,1,50,FLY,24.43,24.43
2017,S,LCM,F,1,100,FLY,55.48,55.48
2017,S,LCM,F,1,200,FLY,2:01.81,121.81
2017,S,LCM,F,1,200,MEDLEY,2:06.12,126.12
2017,S,LCM,F,1,400,MEDLEY,4:26.36,266.36
2017,S,LCM,F,4,100,FREE,3:30.65,210.65
2017,S,LCM,F,4,200,FREE,7:42.08,462.08
2017,S,LCM,F,4,100,MEDLEY,3:52.05,232.05
2017,S,LCM,F,4,50,FREE,1:36.53,96.53
2017,S,LCM,F,4,50,MEDLEY,1:46.33,106.33
2017,S,SCM,M,1,50,FREE,20.26,20.26
2017,S,SCM,M,1,100,FREE,44.94,44.94
2017,S,SCM,M,1,200,FREE,1:39.37,99.37
2017,S,SCM,M,1,400,FREE,3:32.25,212.25
2017,S,SCM,M,1,800,FREE,7:23.42,443.42
2017,S,SCM,M,1,1500,FREE,14:08.06,848.06
2017,S,SCM,M,1,50,BACK,22.22,22.22
2017,S,SCM,M,1,100,BACK,48.92,48.92
2017,S,SCM,M,1,200,BACK,1:45.63,105.63
2017,S,SCM,M,1,50,BREAST,25.25,25.25
2017,S,SCM,M,1,100,BREAST,55.61,55.61
2017,S,SCM,M,1,200,BREAST,2:00.44,120.44
2017,S,SCM,M,1,50,FLY,21.80,21.8
2017,S,SCM,M,1,100,FLY,48.08,48.08
2017,S,SCM,M,1,200,FLY,1:48.56,108.56
2017,S,SCM,M,1,200,MEDLEY,1:49.63,109.63
2017,S,SCM,M,1,400,MEDLEY,3:55.50,235.5
2017,S,SCM,M,1,100,MEDLEY,50.30,50.3
2017,S,SCM,M,4,50,FREE,1:22.60,82.6
2017,S,SCM,M,4,100,FREE,3:03.30,183.3
2017,S,SCM,M,4,200,FREE,6:49.04,409.04
2017,S,SCM,M,4,50,MEDLEY,1:30.51,90.51
2017,S,SCM,M,4,100,MEDLEY,3:19.16,199.16
2017,S,SCM,F,1,50,FREE,23.24,23.24
2017,S,SCM,F,1,100,FREE,50.91,50.91
2017,S,SCM,F,1,200,FREE,1:50.78,110.78
2017,S,SCM,F,1,400,FREE,3:54.52,234.52
2017,S,SCM,F,1,800,FREE,7:59.34,479.34
2017,S,SCM,F,1,1500,FREE,15:19.71,919.71
2017,S,SCM,F,1,50,BACK,25.67,25.67
2017,S,SCM,F,1,100,BACK,55.03,55.03
2017,S,SCM,F,1,200,BACK,1:59.23,119.23
2017,S,SCM,F,1,50,BREAST,28.64,28.64
2017,S,SCM,F,1,100,BREAST,1:02.36,62.36
2017,S,SCM,F,1,200,BREAST,2:14.57,134.57
2017,S,SCM,F,1,50,FLY,24.38,24.38
2017,S,SCM,F,1,100,FLY,54.61,54.61
2017,S,SCM,F,1,200,FLY,1:59.61,119.61
2017,S,SCM,F,1,200,MEDLEY,2:01.86,121.86
2017,S,SCM,F,1,400,MEDLEY,4:19.46,259.46
2017,S,SCM,F,1,100,MEDLEY,56.67,56.67
2017,S,SCM,F,4,50,FREE,1:34.24,94.24
2017,S,SCM,F,4,100,FREE,3:26.53,206.53
2017,S,SCM,F,4,200,FREE,7:32.85,452.85
2017,S,SCM,F,4,50,MEDLEY,1:43.27,103.27
2017,S,SCM,F,4,100,MEDLEY,3:45.20,225.2
2017,S,SCM,X,4,50,FREE,1:28.57,88.57
2017,S,SCM,X,4,50,MEDLEY,1:37.17,97.17
2018,S,LCM,M,1,50,FREE,20.91,20.91
2018,S,LCM,M,1,100,FREE,46.91,46.91
2018,S,LCM,M,1,200,FREE,1:42.00,102
2018,S,LCM,M,1,400,FREE,3:40.07,220.07
2018,S,LCM,M,1,800,FREE,7:32.12,452.12
2018,S,LCM,M,1,1500,FREE,14:31.02,871.02
2018,S,LCM,M,1,50,BACK,24.04,24.04
2018,S,LCM,M,1,100,BACK,51.85,51.85
2018,S,LCM,M,1,200,BACK,1:51.92,111.92
2018,S,LCM,M,1,50,BREAST,25.95,25.95
2018,S,LCM,M,1,100,BREAST,57.13,57.13
2018,S,LCM,M,1,200,BREAST,2:06.67,126.67
2018,S,LCM,M,1,50,FLY,22.43,22.43
2018,S,LCM,M,1,100,FLY,49.82,49.82
2018,S,LCM,M,1,200,FLY,1:51.51,111.51
2018,S,LCM,M,1,200,MEDLEY,1:54.00,114
2018,S,LCM,M,1,400,MEDLEY,4:03.84,243.84
2018,S,LCM,M,4,100,FREE,3:08.24,188.24
2018,S,LCM,M,4,200,FREE,6:58.55,418.55
2018,S,LCM,M,4,100,MEDLEY,3:27.28,207.28
2018,S,LCM,M,4,50,FREE,1:24.85,84.85
2018,S,LCM,M,4,50,MEDLEY,1:33.43,93.43
2018,S,LCM,F,1,50,FREE,23.67,23.67
2018,S,LCM,F,1,100,FREE,51.71,51.71
2018,S,LCM,F,1,200,FREE,1:52.98,112.98
2018,S,LCM,F,1,400,FREE,3:56.46,236.46
2018,S,LCM,F,1,800,FREE,8:04.79,484.79
2018,S,LCM,F,1,1500,FREE,15:25.48,925.48
2018,S,LCM,F,1,50,BACK,27.06,27.06
2018,S,LCM,F,1,100,BACK,58.10,58.1
2018,S,LCM,F,1,200,BACK,2:04.06,124.06
2018,S,LCM,F,1,50,BREAST,29.40,29.4
2018,S,LCM,F,1,100,BREAST,1:04.13,64.13
2018,S,LCM,F,1,200,BREAST,2:19.11,139.11
2018,S,LCM,F,1,50,FLY,24.43,24.43
2018,S,LCM,F,1,100,FLY,55.48,55.48
2018,S,LCM,F,1,200,FLY,2:01.81,121.81
2018,S,LCM,F,1,200,MEDLEY,2:06.12,126.12
2018,S,LCM,F,1,400,MEDLEY,4:26.36,266.36
2018,S,LCM,F,4,100,FREE,3:30.65,210.65
2018,S,LCM,F,4,200,FREE,7:42.08,462.08
2018,S,LCM,F,4,100,MEDLEY,3:51.55,231.55
2018,S,LCM,F,4,50,FREE,1:36.61,96.61
2018,S,LCM,F,4,50,MEDLEY,1:46.19,106.19
2018,S,LCM,X,4,100,FREE,3:19.60,199.6
2018,S,LCM,X,4,100,MEDLEY,3:38.56,218.56
2019,S,SCM,M,1,50,FREE,20.26,20.26
2019,S,SCM,M,1,100,FREE,44.94,44.94
2019,S,SCM,M,1,200,FREE,1:39.37,99.37
2019,S,SCM,M,1,400,FREE,3:32.25,212.25
2019,S,SCM,M,1,800,FREE,7:23.42,443.42
2019,S,SCM,M,1,1500,FREE,14:08.06,848.06
2019,S,SCM,M,1,50,BACK,22.22,22.22
2019,S,SCM,M,1,100,BACK,48.88,48.88
2019,S,SCM,M,1,200,BACK,1:45.63,105.63
2019,S,SCM,M,1,50,BREAST,25.25,25.25
2019,S,SCM,M,1,100,BREAST,55.61,55.61
2019,S,SCM,M,1,200,BREAST,2:00.16,120.16
2019,S,SCM,M,1,50,FLY,21.75,21.75
2019,S,SCM,M,1,100,FLY,48.08,48.08
2019,S,SCM,M,1,200,FLY,1:48.24,108.24
2019,S,SCM,M,1,200,MEDLEY,1:49.63,109.63
2019,S,SCM,M,1,400,MEDLEY,3:55.50,235.5
2019,S,SCM,M,1,100,MEDLEY,50.26,50.26
2019,S,SCM,M,4,50,FREE,1:21.80,81.8
2019,S,SCM,M,4,100,FREE,3:03.30,183.3
2019,S,SCM,M,4,200,FREE,6:46.81,406.81
2019,S,SCM,M,4,50,MEDLEY,1:30.44,90.44
2019,S,SCM,M,4,100,MEDLEY,3:19.16,199.16
2019,S,SCM,M,10,50,FREE,3:56.72,236.72
2019,S,SCM,F,1,50,FREE,22.93,22.93
2019,S,SCM,F,1,100,FREE,50.25,50.25
2019,S,SCM,F,1,200,FREE,1:50.34,110.43
2019,S,SCM,F,1,400,FREE,3:53.92,233.92
2019,S,SCM,F,1,800,FREE,7:59.34,479.34
2019,S,SCM,F,1,1500,FREE,15:19.71,919.71
2019,S,SCM,F,1,50,BACK,25.67,25.67
2019,S,SCM,F,1,100,BACK,55.03,55.03
2019,S,SCM,F,1,200,BACK,1:59.23,119.23
2019,S,SCM,F,1,50,BREAST,28.56,28.56
2019,S,SCM,F,1,100,BREAST,1:02.36,62.36
2019,S,SCM,F,1,200,BREAST,2:14.57,134.57
2019,S,SCM,F,1,50,FLY,24.38,24.38
2019,S,SCM,F,1,100,FLY,54.61,54.61
2019,S,SCM,F,1,200,FLY,1:59.61,119.61
2019,S,SCM,F,1,200,MEDLEY,2:01.86,121.86
2019,S,SCM,F,1,400,MEDLEY,4:18.94,258.94
2019,S,SCM,F,1,100,MEDLEY,56.51,56.51
2019,S,SCM,F,4,50,FREE,1:33.91,93.91
2019,S,SCM,F,4,100,FREE,3:26.53,206.53
2019,S,SCM,F,4,200,FREE,7:32.85,452.85
2019,S,SCM,F,4,50,MEDLEY,1:43.38,102.38
2019,S,SCM,F,4,100,MEDLEY,3:45.20,225.2
2019,S,SCM,F,10,50,FREE,4:23.95,263.95
2019,S,SCM,X,4,50,FREE,1:26.38,86.38
2019,S,SCM,X,4,50,MEDLEY,1:35.51,95.51
2019,S,LCM,M,1,50,FREE,20.91,20.91
2019,S,LCM,M,1,100,FREE,46.91,46.91
2019,S,LCM,M,1,200,FREE,1:42.00,102
2019,S,LCM,M,1,400,FREE,3:40.07,220.07
2019,S,LCM,M,1,800,FREE,7:32.12,452.12
2019,S,LCM,M,1,1500,FREE,14:31.02,871.02
2019,S,LCM,M,1,50,BACK,24.04,24.04
2019,S,LCM,M,1,100,BACK,51.85,51.85
2019,S,LCM,M,1,200,BACK,1:51.92,111.92
2019,S,LCM,M,1,50,BREAST,25.95,25.95
2019,S,LCM,M,1,100,BREAST,57.13,57.13
2019,S,LCM,M,1,200,BREAST,2:06.67,126.67
2019,S,LCM,M,1,50,FLY,22.43,22.43
2019,S,LCM,M,1,100,FLY,49.82,49.82
2019,S,LCM,M,1,200,FLY,1:51.51,111.51
2019,S,LCM,M,1,200,MEDLEY,1:54.00,114
2019,S,LCM,M,1,400,MEDLEY,4:03.84,243.84
2019,S,LCM,M,4,100,FREE,3:08.24,188.24
2019,S,LCM,M,4,200,FREE,6:58.55,418.55
2019,S,LCM,M,4,100,MEDLEY,3:27.28,207.28
2019,S,LCM,M,4,50,FREE,1:24.85,84.85
2019,S,LCM,M,4,50,MEDLEY,1:33.43,93.43
2019,S,LCM,F,1,50,FREE,23.67,23.67
2019,S,LCM,F,1,100,FREE,51.71,51.71
2019,S,LCM,F,1,200,FREE,1:52.98,112.98
2019,S,LCM,F,1,400,FREE,3:56.46,236.46
2019,S,LCM,F,1,800,FREE,8:04.79,484.79
2019,S,LCM,F,1,1500,FREE,15:25.48,925.48
2019,S,LCM,F,1,50,BACK,27.06,27.06
2019,S,LCM,F,1,100,BACK,58.10,58.1
2019,S,LCM,F,1,200,BACK,2:04.06,124.06
2019,S,LCM,F,1,50,BREAST,29.40,29.4
2019,S,LCM,F,1,100,BREAST,1:04.13,64.13
2019,S,LCM,F,1,200,BREAST,2:19.11,139.11
2019,S,LCM,F,1,50,FLY,24.43,24.43
2019,S,LCM,F,1,100,FLY,55.48,55.48
2019,S,LCM,F,1,200,FLY,2:01.81,121.81
2019,S,LCM,F,1,200,MEDLEY,2:06.12,126.12
2019,S,LCM,F,1,400,MEDLEY,4:26.36,266.36
2019,S,LCM,F,4,100,FREE,3:30.65,210.65
2019,S,LCM,F,4,200,FREE,7:42.08,462.08
2019,S,LCM,F,4,100,MEDLEY,3:51.55,231.55
2019,S,LCM,F,4,50,FREE,1:36.61,96.61
2019,S,LCM,F,4,50,MEDLEY,1:46.19,106.19
2019,S,LCM,X,4,100,FREE,3:19.60,199.6
2019,S,LCM,X,4,100,MEDLEY,3:38.56,218.56
2020,S,LCM,M,1,50,FREE,20.91,20.91
2020,S,LCM,M,1,100,FREE,46.91,46.91
2020,S,LCM,M,1,200,FREE,1:42.00,102
2020,S,LCM,M,1,400,FREE,3:40.07,220.07
2020,S,LCM,M,1,800,FREE,7:32.12,452.12
2020,S,LCM,M,1,1500,FREE,14:31.02,871.02
2020,S,LCM,M,1,50,BACK,24.00,24
2020,S,LCM,M,1,100,BACK,51.85,51.85
2020,S,LCM,M,1,200,BACK,1:51.92,111.92
2020,S,LCM,M,1,50,BREAST,25.95,25.95
2020,S,LCM,M,1,100,BREAST,56.88,56.88
2020,S,LCM,M,1,200,BREAST,2:06.67,126.67
2020,S,LCM,M,1,50,FLY,22.27,22.27
2020,S,LCM,M,1,100,FLY,49.50,49.5
2020,S,LCM,M,1,200,FLY,1:50.73,110.73
2020,S,LCM,M,1,200,MEDLEY,1:54.00,114
2020,S,LCM,M,1,400,MEDLEY,4:03.84,243.84
2020,S,LCM,M,4,100,FREE,3:08.24,188.24
2020,S,LCM,M,4,200,FREE,6:58.55,418.55
2020,S,LCM,M,4,100,MEDLEY,3:27.28,207.28
2020,S,LCM,M,4,50,FREE,1:24.85,84.85
2020,S,LCM,M,4,50,MEDLEY,1:33.43,93.43
2020,S,LCM,F,1,50,FREE,23.67,23.67
2020,S,LCM,F,1,100,FREE,51.71,51.71
2020,S,LCM,F,1,200,FREE,1:52.98,112.98
2020,S,LCM,F,1,400,FREE,3:56.46,236.46
2020,S,LCM,F,1,800,FREE,8:04.79,484.79
2020,S,LCM,F,1,1500,FREE,15:20.48,920.48
2020,S,LCM,F,1,50,BACK,26.98,26.98
2020,S,LCM,F,1,100,BACK,57.57,57.57
2020,S,LCM,F,1,200,BACK,2:03.35,123.35
2020,S,LCM,F,1,50,BREAST,29.40,29.4
2020,S,LCM,F,1,100,BREAST,1:04.13,64.13
2020,S,LCM,F,1,200,BREAST,2:19.11,139.11
2020,S,LCM,F,1,50,FLY,24.43,24.43
2020,S,LCM,F,1,100,FLY,55.48,55.48
2020,S,LCM,F,1,200,FLY,2:01.81,121.81
2020,S,LCM,F,1,200,MEDLEY,2:06.12,126.12
2020,S,LCM,F,1,400,MEDLEY,4:26.36,266.36
2020,S,LCM,F,4,100,FREE,3:30.05,210.05
2020,S,LCM,F,4,200,FREE,7:41.50,461.5
2020,S,LCM,F,4,100,MEDLEY,3:50.40,230.4
2020,S,LCM,F,4,50,FREE,1:36.61,96.61
2020,S,LCM,F,4,50,MEDLEY,1:46.19,106.19
2020,S,LCM,X,4,100,FREE,3:19.60,199.6
2020,S,LCM,X,4,100,MEDLEY,3:38.56,218.56
2018,S,SCM,M,1,50,FREE,20.26,20.26
2018,S,SCM,M,1,100,FREE,44.94,44.94
2018,S,SCM,M,1,200,FREE,1:39.37,99.37
2018,S,SCM,M,1,400,FREE,3:32.25,212.25
2018,S,SCM,M,1,800,FREE,7:23.42,443.42
2018,S,SCM,M,1,1500,FREE,14:08.06,848.06
2018,S,SCM,M,1,50,BACK,22.22,22.22
2018,S,SCM,M,1,100,BACK,48.92,48.92
2018,S,SCM,M,1,200,BACK,1:45.63,105.63
2018,S,SCM,M,1,50,BREAST,25.25,25.25
2018,S,SCM,M,1,100,BREAST,55.61,55.61
2018,S,SCM,M,1,200,BREAST,2:00.44,120.44
2018,S,SCM,M,1,50,FLY,21.80,21.8
2018,S,SCM,M,1,100,FLY,48.08,48.08
2018,S,SCM,M,1,200,FLY,1:48.56,108.56
2018,S,SCM,M,1,200,MEDLEY,1:49.63,109.63
2018,S,SCM,M,1,400,MEDLEY,3:55.50,235.5
2018,S,SCM,M,1,100,MEDLEY,50.30,50.3
2018,S,SCM,M,4,50,FREE,1:22.60,82.6
2018,S,SCM,M,4,100,FREE,3:03.30,183.3
2018,S,SCM,M,4,200,FREE,6:49.04,409.04
2018,S,SCM,M,4,50,MEDLEY,1:30.51,90.51
2018,S,SCM,M,4,100,MEDLEY,3:19.16,199.16
2018,S,SCM,F,1,50,FREE,23.24,23.24
2018,S,SCM,F,1,100,FREE,50.91,50.91
2018,S,SCM,F,1,200,FREE,1:50.78,110.78
2018,S,SCM,F,1,400,FREE,3:54.52,234.52
2018,S,SCM,F,1,800,FREE,7:59.34,479.34
2018,S,SCM,F,1,1500,FREE,15:19.71,919.71
2018,S,SCM,F,1,50,BACK,25.67,25.67
2018,S,SCM,F,1,100,BACK,55.03,55.03
2018,S,SCM,F,1,200,BACK,1:59.23,119.23
2018,S,SCM,F,1,50,BREAST,28.64,28.64
2018,S,SCM,F,1,100,BREAST,1:02.36,62.36
2018,S,SCM,F,1,200,BREAST,2:14.57,134.57
2018,S,SCM,F,1,50,FLY,24.38,24.38
2018,S,SCM,F,1,100,FLY,54.61,54.61
2018,S,SCM,F,1,200,FLY,1:59.61,119.61
2018,S,SCM,F,1,200,MEDLEY,2:01.86,121.86
2018,S,SCM,F,1,400,MEDLEY,4:19.46,259.46
2018,S,SCM,F,1,100,MEDLEY,56.67,56.67
2018,S,SCM,F,4,50,FREE,1:34.24,94.24
2018,S,SCM,F,4,100,FREE,3:26.53,206.53
2018,S,SCM,F,4,200,FREE,7:32.85,452.85
2018,S,SCM,F,4,50,MEDLEY,1:43.27,103.27
2018,S,SCM,F,4,100,MEDLEY,3:45.20,225.2
2018,S,SCM,X,4,50,FREE,1:28.57,88.57
2018,S,SCM,X,4,50,MEDLEY,1:37.17,97.17
2020,S,SCM,M,1,50,FREE,20.26,20.26
2020,S,SCM,M,1,100,FREE,44.94,44.94
2020,S,SCM,M,1,200,FREE,1:39.37,99.37
2020,S,SCM,M,1,400,FREE,3:32.25,212.25
2020,S,SCM,M,1,800,FREE,7:23.42,443.42
2020,S,SCM,M,1,1500,FREE,14:08.06,848.06
2020,S,SCM,M,1,50,BACK,22.22,22.22
2020,S,SCM,M,1,100,BACK,48.88,48.88
2020,S,SCM,M,1,200,BACK,1:45.63,105.63
2020,S,SCM,M,1,50,BREAST,25.25,25.25
2020,S,SCM,M,1,100,BREAST,55.61,55.61
2020,S,SCM,M,1,200,BREAST,2:00.16,120.16
2020,S,SCM,M,1,50,FLY,21.75,21.75
2020,S,SCM,M,1,100,FLY,48.08,48.08
2020,S,SCM,M,1,200,FLY,1:48.24,108.24
2020,S,SCM,M,1,200,MEDLEY,1:49.63,109.63
2020,S,SCM,M,1,400,MEDLEY,3:55.50,235.5
2020,S,SCM,M,1,100,MEDLEY,50.26,50.26
2020,S,SCM,M,4,50,FREE,1:21.80,81.8
2020,S,SCM,M,4,100,FREE,3:03.30,183.3
2020,S,SCM,M,4,200,FREE,6:46.81,406.81
2020,S,SCM,M,4,50,MEDLEY,1:30.44,90.44
2020,S,SCM,M,4,100,MEDLEY,3:19.16,199.16
2020,S,SCM,M,10,50,FREE,3:56.72,236.72
2020,S,SCM,F,1,50,FREE,22.93,22.93
2020,S,SCM,F,1,100,FREE,50.25,50.25
2020,S,SCM,F,1,200,FREE,1:50.34,110.43
2020,S,SCM,F,1,400,FREE,3:53.92,233.92
2020,S,SCM,F,1,800,FREE,7:59.34,479.34
2020,S,SCM,F,1,1500,FREE,15:19.71,919.71
2020,S,SCM,F,1,50,BACK,25.67,25.67
2020,S,SCM,F,1,100,BACK,55.03,55.03
2020,S,SCM,F,1,200,BACK,1:59.23,119.23
2020,S,SCM,F,1,50,BREAST,28.56,28.56
2020,S,SCM,F,1,100,BREAST,1:02.36,62.36
2020,S,SCM,F,1,200,BREAST,2:14.57,134.57
2020,S,SCM,F,1,50,FLY,24.38,24.38
2020,S,SCM,F,1,100,FLY,54.61,54.61
2020,S,SCM,F,1,200,FLY,1:59.61,119.61
2020,S,SCM,F,1,200,MEDLEY,2:01.86,121.86
2020,S,SCM,F,1,400,MEDLEY,4:18.94,258.94
2020,S,SCM,F,1,100,MEDLEY,56.51,56.51
2020,S,SCM,F,4,50,FREE,1:33.91,93.91
2020,S,SCM,F,4,100,FREE,3:26.53,206.53
2020,S,SCM,F,4,200,FREE,7:32.85,452.85
2020,S,SCM,F,4,50,MEDLEY,1:43.38,102.38
2020,S,SCM,F,4,100,MEDLEY,3:45.20,225.2
2020,S,SCM,F,10,50,FREE,4:23.95,263.95
2020,S,SCM,X,4,50,FREE,1:26.38,86.38
2020,S,SCM,X,4,50,MEDLEY,1:35.51,95.51
2020,Y,SCM,M,1,50,FREE,22.11,22.11
2020,Y,SCM,M,1,100,FREE,48.36,48.36
2020,Y,SCM,M,1,200,FREE,1:46.69,106.69
2020,Y,SCM,M,1,400,FREE,3:48.26,228.26
2020,Y,SCM,M,1,800,FREE,7:54.99,474.99
2020,Y,SCM,M,1,1500,FREE,15:09.81,909.81
2020,Y,SCM,M,1,50,BACK,25.18,25.18
2020,Y,SCM,M,1,100,BACK,54.3,54.3
2020,Y,SCM,M,1,200,BACK,1:59.02,119.02
2020,Y,SCM,M,1,50,BREAST,27.55,27.55
2020,Y,SCM,M,1,100,BREAST,1:00.68,60.68
2020,Y,SCM,M,1,200,BREAST,2:11.49,131.49
2020,Y,SCM,M,1,50,FLY,23.45,23.45
2020,Y,SCM,M,1,100,FLY,52.35,52.35
2020,Y,SCM,M,1,200,FLY,1:57.86,117.86
2020,Y,SCM,M,1,200,MEDLEY,2:00.00,120
2020,Y,SCM,M,1,400,MEDLEY,4:19.86,259.86
2020,Y,SCM,M,1,100,MEDLEY,55.01,55.01
2020,Y,SCM,F,1,50,FREE,25.12,25.12
2020,Y,SCM,F,1,100,FREE,54.52,54.52
2020,Y,SCM,F,1,200,FREE,01:58.57,118.57
2020,Y,SCM,F,1,400,FREE,04:11.57,251.57
2020,Y,SCM,F,1,800,FREE,08:39.27,519.27
2020,Y,SCM,F,1,1500,FREE,16:32.61,992.61
2020,Y,SCM,F,1,50,BACK,"28,22",28.22
2020,Y,SCM,F,1,100,BACK,01:01.28,61.28
2020,Y,SCM,F,1,200,BACK,02:11.19,131.19
2020,Y,SCM,F,1,50,BREAST,31.02,31.02
2020,Y,SCM,F,1,100,BREAST,01:08.18,68.18
2020,Y,SCM,F,1,200,BREAST,02:26.24,146.24
2020,Y,SCM,F,1,50,FLY,26.58,26.58
2020,Y,SCM,F,1,100,FLY,59.37,59.37
2020,Y,SCM,F,1,200,FLY,02:11.73,131.73
2020,Y,SCM,F,1,200,MEDLEY,02:13.76,133.76
2020,Y,SCM,F,1,400,MEDLEY,04:44.36,284.36
2020,Y,SCM,F,1,100,MEDLEY,01:02.03,62.03
